Url;Zestimate;Price;Rent_Zestimate;Bathrooms;Bedrooms;Living_Area;Street_Address;City;Zip;Broker_Name;Has_3D_Model;Has_Video;statusText;Pool;yearly_revenue_airbnb
https://www.zillow.com/homedetails/61572-Calle-Del-Rio-Joshua-Tree-CA-92252/17498540_zpid/;435000.0;449000;2931.0;2;4;184.97;61572 Calle Del Rio;Joshua Tree;92252;Cherie Miller & Assoc.;True;False;House for sale;False;43417.0
https://www.zillow.com/homedetails/61729-Oleander-Dr-Joshua-Tree-CA-92252/17500720_zpid/;406100.0;419000;1764.0;2;3;102.19;61729 Oleander Dr;Joshua Tree;92252;Cherie Miller & Assoc.;False;False;House for sale;False;34088.0
https://www.zillow.com/homedetails/4334-Wren-Rd-Joshua-Tree-CA-92252/2070275900_zpid/;470200.0;875000;2300.0;2;3;118.92;4334 Wren Rd;Joshua Tree;92252;Sharon Rose Realty, Inc.;False;False;House for sale;False;34088.0
https://www.zillow.com/homedetails/4590-Avenida-Del-Sol-Joshua-Tree-CA-92252/17498612_zpid/;565000.0;565000;1784.0;1;3;91.51;4590 Avenida Del Sol;Joshua Tree;92252;KASE Real Estate;False;False;House for sale;True;24141.5
https://www.zillow.com/homedetails/7075-Sunny-Vista-Rd-Joshua-Tree-CA-92252/17499691_zpid/;593152.0;625000;3375.0;3;3;175.77;7075 Sunny Vista Rd;Joshua Tree;92252;Cherie Miller & Assoc.;False;False;House for sale;True;50878.0
https://www.zillow.com/homedetails/7837-Sunny-Vista-Rd-Joshua-Tree-CA-92252/17493735_zpid/;629823.0;645000;2570.0;2;3;178.65;7837 Sunny Vista Rd;Joshua Tree;92252;TNG Real Estate Consultants;False;False;House for sale;True;34088.0
https://www.zillow.com/homedetails/61471-El-Cajon-Dr-Joshua-Tree-CA-92252/17499848_zpid/;493629.0;499999;1864.0;2;3;98.11;61471 El Cajon Dr;Joshua Tree;92252;KEN SCOTT REAL ESTATE;False;False;House for sale;False;34088.0
https://www.zillow.com/homedetails/61530-Sandalwood-Trl-Joshua-Tree-CA-92252/17493269_zpid/;617900.0;610000;2999.0;4;3;185.81;61530 Sandalwood Trl;Joshua Tree;92252;Capitis Real Estate;False;False;House for sale;False;69679.38108825684
https://www.zillow.com/homedetails/63576-4th-St-S-Joshua-Tree-CA-92252/2111174280_zpid/;;439999;1844.0;1;4;101.82;63576 4th St S;Joshua Tree;92252;Coldwell Banker Roadrunner;False;False;House for sale;False;8175.0
https://www.zillow.com/homedetails/7895-Sunset-Rd-Joshua-Tree-CA-92252/17493861_zpid/;660019.0;689900;2211.0;2;3;157.56;7895 Sunset Rd;Joshua Tree;92252;Triad, REALTORS® Yucca Valley;False;False;House for sale;False;34088.0
https://www.zillow.com/homedetails/7696-Elwood-St-Joshua-Tree-CA-92252/17493854_zpid/;636458.0;650000;4623.0;4;3;292.46;7696 Elwood St;Joshua Tree;92252;Malbec Realty;False;False;House for sale;False;69679.38108825684
https://www.zillow.com/homedetails/61931-Oleander-Dr-Joshua-Tree-CA-92252/82906514_zpid/;365600.0;398000;2084.0;2;3;120.4;61931 Oleander Dr;Joshua Tree;92252;Tri-Valley Realty;False;False;Foreclosure;False;34088.0
https://www.zillow.com/homedetails/62831-Overhill-Rd-Joshua-Tree-CA-92252/17495043_zpid/;879000.0;1100000;3063.0;4;4;183.95;62831 Overhill Rd;Joshua Tree;92252;Joshua Tree Modern;False;False;House for sale;False;85706.5
https://www.zillow.com/homedetails/3034-Center-Ave-Joshua-Tree-CA-92252/82897011_zpid/;513400.0;550000;2939.0;2;3;173.91;3034 Center Ave;Joshua Tree;92252;Joshua Tree Modern;False;False;House for sale;False;34088.0
https://www.zillow.com/homedetails/65057-Venus-St-Joshua-Tree-CA-92252/17508612_zpid/;303600.0;319000;1669.0;2;4;109.25;65057 Venus St;Joshua Tree;92252;Dynasty Real Estate;False;False;House for sale;False;43417.0
https://www.zillow.com/homedetails/61766-Pueblo-Trl-Joshua-Tree-CA-92252/82900893_zpid/;577485.0;599000;2300.0;2;3;141.58;61766 Pueblo Trl;Joshua Tree;92252;Capitis Real Estate;False;False;House for sale;False;34088.0
https://www.zillow.com/homedetails/7070-Stoney-Crest-Dr-Joshua-Tree-CA-92252/2069748114_zpid/;;1100000;;4;4;248.79;7070 Stoney Crest Dr;Joshua Tree;92252;Keller Williams Realty;False;False;House for sale;True;85706.5
https://www.zillow.com/homedetails/61700-W-Pkwy-Joshua-Tree-CA-92252/2067247024_zpid/;;350000;;2;3;90.39;61700 W Pkwy;Joshua Tree;92252;Joshua Tree Modern;False;False;House for sale;False;34088.0
https://www.zillow.com/homedetails/64275-Orion-Dr-Joshua-Tree-CA-92252/137816642_zpid/;819349.0;849000;3140.0;4;3;157.94;64275 Orion Dr;Joshua Tree;92252;Sharon Rose Realty, Inc.;False;False;House for sale;False;69679.38108825684
https://www.zillow.com/homedetails/64873-Chollita-Rd-Joshua-Tree-CA-92252/17501223_zpid/;331900.0;399995;1853.0;1;3;100.34;64873 Chollita Rd;Joshua Tree;92252;REALTY ONE GROUP HOMELINK;False;False;House for sale;False;24141.5
https://www.zillow.com/homedetails/62036-Bonair-Rd-Joshua-Tree-CA-92252/82920089_zpid/;400438.0;413000;2400.0;2;3;128.76;62036 Bonair Rd;Joshua Tree;92252;Sotheby's International Realty;False;False;House for sale;False;34088.0
https://www.zillow.com/homedetails/7320-Sherwood-Rd-Joshua-Tree-CA-92252/17492889_zpid/;850155.0;879000;2398.0;2;3;157.94;7320 Sherwood Rd;Joshua Tree;92252;Joshua Tree Modern;False;False;House for sale;False;34088.0
https://www.zillow.com/homedetails/0-Sunfair-Rd-Joshua-Tree-CA-92252/2122899357_zpid/;;1800000;3499.0;4;4;204.39;0 Sunfair Rd;Joshua Tree;92252;Berkshire Hathaway H.S.C.P.;False;False;New construction;True;85706.5
https://www.zillow.com/homedetails/7160-Olympic-Rd-Joshua-Tree-CA-92252/137799496_zpid/;;850000;4500.0;3;4;241.55;7160 Olympic Rd;Joshua Tree;92252;Keller Williams Realty;False;False;House for sale;False;75570.5
https://www.zillow.com/homedetails/58176-Desert-Gold-Dr-Yucca-Valley-CA-92284/17493963_zpid/;526300.0;539000;3649.0;3;3;226.31;58176 Desert Gold Dr;Yucca Valley;92284;Cherie Miller & Assoc.;False;False;House for sale;False;41245.0
https://www.zillow.com/homedetails/9025-Warren-Vista-Ave-Yucca-Valley-CA-92284/17494584_zpid/;890416.0;949000;3058.0;4;4;329.06;9025 Warren Vista Ave;Yucca Valley;92284;Malbec Realty;False;True;House for sale;True;58258.0
https://www.zillow.com/homedetails/57557-Sunny-Slope-Dr-Yucca-Valley-CA-92284/17496248_zpid/;;459999;;2;4;180.23;57557 Sunny Slope Dr;Yucca Valley;92284;Realty One Group United;False;False;House for sale;False;35297.0
https://www.zillow.com/homedetails/56276-Breezy-Ln-Yucca-Valley-CA-92284/17497239_zpid/;487707.0;499900;3234.0;2;3;151.62;56276 Breezy Ln;Yucca Valley;92284;Harcourts Prime Properties;False;False;House for sale;False;30347.464750289917
https://www.zillow.com/homedetails/4343-Avalon-Ave-Yucca-Valley-CA-92284/69004775_zpid/;558100.0;659000;3195.0;3;3;186.74;4343 Avalon Ave;Yucca Valley;92284;Power Real Estate;False;False;House for sale;False;41245.0
https://www.zillow.com/homedetails/7552-Cardillo-Trl-Yucca-Valley-CA-92284/17491230_zpid/;543600.0;749000;2922.0;3;3;155.89;7552 Cardillo Trl;Yucca Valley;92284;Equity Union;False;False;House for sale;True;41245.0
https://www.zillow.com/homedetails/7614-Ventura-Ave-Yucca-Valley-CA-92284/17490025_zpid/;417400.0;499000;2666.0;2;3;155.89;7614 Ventura Ave;Yucca Valley;92284;Alta Realty Group CA, Inc;False;False;House for sale;False;30347.464750289917
https://www.zillow.com/homedetails/7433-Dumosa-Ave-Yucca-Valley-CA-92284/17491730_zpid/;330100.0;349900;2300.0;2;3;130.44;7433 Dumosa Ave;Yucca Valley;92284;Cherie Miller & Assoc.;False;False;House for sale;False;30347.464750289917
https://www.zillow.com/homedetails/54610-Primavera-Dr-Yucca-Valley-CA-92284/17491243_zpid/;382154.0;389000;1999.0;2;3;113.16;54610 Primavera Dr;Yucca Valley;92284;Sharon Rose Realty, Inc.;False;False;House for sale;False;30347.464750289917
https://www.zillow.com/homedetails/8552-Taft-Ct-Yucca-Valley-CA-92284/17490325_zpid/;467500.0;530000;2710.0;3;3;198.26;8552 Taft Ct;Yucca Valley;92284;BHG Desert Lifestyle Properties;True;False;House for sale;True;41245.0
https://www.zillow.com/homedetails/56834-Navajo-Trl-Yucca-Valley-CA-92284/17492677_zpid/;359223.0;370000;1999.0;2;3;120.96;56834 Navajo Trl;Yucca Valley;92284;BHG Desert Lifestyle Properties;True;False;House for sale;False;30347.464750289917
https://www.zillow.com/homedetails/7120-Emerson-Ave-Yucca-Valley-CA-92284/17499303_zpid/;484952.0;484950;2394.0;2;4;165.74;7120 Emerson Ave;Yucca Valley;92284;Fiv Realty Co;False;False;House for sale;False;35297.0
https://www.zillow.com/homedetails/5088-Elata-Ave-Yucca-Valley-CA-92284/17496742_zpid/;684150.0;699000;3034.0;3;3;179.21;5088 Elata Ave;Yucca Valley;92284;Cherie Miller & Assoc.;False;False;House for sale;True;41245.0
https://www.zillow.com/homedetails/58574-Buena-Vista-Dr-Yucca-Valley-CA-92284/17497443_zpid/;424900.0;424900;2528.0;2;3;129.69;58574 Buena Vista Dr;Yucca Valley;92284;The Glen Realty;False;False;House for sale;False;30347.464750289917
https://www.zillow.com/homedetails/58872-Meredith-Ct-Yucca-Valley-CA-92284/79560997_zpid/;599999.0;599999;2999.0;2;4;175.12;58872 Meredith Ct;Yucca Valley;92284;Century 21 Allstars;False;False;House for sale;False;35297.0
https://www.zillow.com/homedetails/57845-San-Andreas-Rd-Yucca-Valley-CA-92284/69004646_zpid/;769526.0;795000;3399.0;3;4;218.42;57845 San Andreas Rd;Yucca Valley;92284;Cherie Miller & Assoc.;False;False;House for sale;False;35150.0
https://www.zillow.com/homedetails/57439-Saint-Marys-Dr-Yucca-Valley-CA-92284/69004693_zpid/;479000.0;479000;2570.0;2;4;158.96;57439 Saint Marys Dr;Yucca Valley;92284;Cherie Miller & Assoc.;False;False;House for sale;False;35297.0
https://www.zillow.com/homedetails/1426-Hilton-Ave-Yucca-Valley-CA-92284/17508214_zpid/;295295.0;299000;2499.0;2;3;132.67;1426 Hilton Ave;Yucca Valley;92284;Dynasty Real Estate;False;False;House for sale;False;30347.464750289917
https://www.zillow.com/homedetails/7641-Warren-Vista-Ave-Yucca-Valley-CA-92284/17492787_zpid/;554400.0;690000;4859.0;3;5;329.9;7641 Warren Vista Ave;Yucca Valley;92284;ALTICORE REALTY;False;False;House for sale;False;58332.0
https://www.zillow.com/homedetails/7650-Rockaway-Ave-Yucca-Valley-CA-92284/137784592_zpid/;485469.0;489000;3211.0;2;4;180.98;7650 Rockaway Ave;Yucca Valley;92284;Parent Realty;False;False;New construction;False;35297.0
https://www.zillow.com/homedetails/59325-Canterbury-St-Yucca-Valley-CA-92284/337970706_zpid/;521030.0;525000;1794.0;2;4;180.98;59325 Canterbury St;Yucca Valley;92284;Parent Realty;False;False;New construction;False;35297.0
https://www.zillow.com/homedetails/56808-Kismet-Rd-Yucca-Valley-CA-92284/17490185_zpid/;450002.0;450000;2467.0;2;3;155.52;56808 Kismet Rd;Yucca Valley;92284;Joshua Tree Modern;False;False;House for sale;False;30347.464750289917
https://www.zillow.com/homedetails/58250-Sierra-Vista-Dr-Yucca-Valley-CA-92284/17497576_zpid/;542300.0;549000;2055.0;2;3;129.32;58250 Sierra Vista Dr;Yucca Valley;92284;KASE Real Estate;False;False;House for sale;False;30347.464750289917
https://www.zillow.com/homedetails/3990-Bonita-Ave-Yucca-Valley-CA-92284/17498131_zpid/;337900.0;337900;1764.0;2;3;98.11;3990 Bonita Ave;Yucca Valley;92284;Oasis Realty Group Inc.;False;False;House for sale;False;30347.464750289917
https://www.zillow.com/homedetails/7478-Goleta-Ave-Yucca-Valley-CA-92284/17494348_zpid/;525004.0;525000;2199.0;2;3;140.1;7478 Goleta Ave;Yucca Valley;92284;Compass;False;False;House for sale;True;30347.464750289917
